YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2015,10,TX,Total Electric Power Industry,Coal (Short Tons),"6,943,134"
2015,10,TX,Total Electric Power Industry,Natural Gas (Mcf),"137,448,902"
2015,10,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,428"
2015,10,TX,Total Electric Power Industry,Petroleum (Barrels),"37,379"
2015,10,TX,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2015,10,TX,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"20,056,842"
2015,10,TX,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),715
2015,10,TX,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"19,355"
2015,10,TX,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"370,072"
2015,10,TX,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),123
2015,10,TX,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"25,045,883"
2015,10,TX,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),713
2015,10,TX,"Electric Generators, Independent Power Producers",Coal (Short Tons),"4,803,358"
2015,10,TX,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"65,526,410"
2015,10,TX,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"9,771"
2015,10,TX,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,139,776"
2015,10,TX,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"26,449,695"
2015,10,TX,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,130"
2015,10,US-Total,Total Electric Power Industry,Coal (Short Tons),"53,659,269"
2015,10,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"12,329"
2015,10,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"824,878,305"
2015,10,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"7,479"
2015,10,US-Total,Total Electric Power Industry,Petroleum (Barrels),"3,041,443"
2015,10,US-Total,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"316,803"
2015,10,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"51,379,688"
2015,10,US-Total,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),"5,479"
2015,10,US-Total,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"126,518"
2015,10,US-Total,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"10,972"
2015,10,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"5,942,923"
2015,10,US-Total,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"7,937"
2015,10,US-Total,"Combined Heat and Power, Electric Power",Coal (Short Tons),"889,966"
2015,10,US-Total,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"74,914,132"
2015,10,US-Total,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),"1,856"
2015,10,US-Total,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"199,776"
2015,10,US-Total,"Electric Generators, Independent Power Producers",Coal (Short Tons),"13,418,795"
2015,10,US-Total,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),"11,424"
2015,10,US-Total,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"311,811,100"
2015,10,US-Total,"Electric Generators, Independent Power Producers",Other Gases (Billion Btu),0
2015,10,US-Total,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"359,489"
2015,10,US-Total,"Electric Generators, Electric Utilities",Coal (Short Tons),"39,022,733"
2015,10,US-Total,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),906
2015,10,US-Total,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"380,830,462"
2015,10,US-Total,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),143
2015,10,US-Total,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,347,724"
2015,10,UT,Total Electric Power Industry,Coal (Short Tons),"1,176,412"
2015,10,UT,Total Electric Power Industry,Geothermal (Billion Btu),366
2015,10,UT,Total Electric Power Industry,Natural Gas (Mcf),"4,768,368"
2015,10,UT,Total Electric Power Industry,Other Gases (Billion Btu),5
2015,10,UT,Total Electric Power Industry,Petroleum (Barrels),"3,478"
2015,10,UT,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"19,635"
2015,10,UT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"330,775"
2015,10,UT,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),5
2015,10,UT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),84
2015,10,UT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"68,136"
2015,10,UT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2015,10,UT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),57
2015,10,UT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2015,10,UT,"Electric Generators, Independent Power Producers",Coal (Short Tons),"28,925"
2015,10,UT,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),141
2015,10,UT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"64,200"
2015,10,UT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),264
2015,10,UT,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,127,852"
2015,10,UT,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),225
2015,10,UT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,305,200"
2015,10,UT,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,130"
2015,10,VA,Total Electric Power Industry,Coal (Short Tons),"537,022"
2015,10,VA,Total Electric Power Industry,Natural Gas (Mcf),"11,837,021"
2015,10,VA,Total Electric Power Industry,Petroleum (Barrels),"24,103"
2015,10,VA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,413"
2015,10,VA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"210,617"
2015,10,VA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),567
2015,10,VA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),600
2015,10,VA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"3,165"
2015,10,VA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),161
2015,10,VA,"Combined Heat and Power, Electric Power",Coal (Short Tons),"4,200"
2015,10,VA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"677,791"
2015,10,VA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),79
2015,10,VA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"20,956"
2015,10,VA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,285,663"
2015,10,VA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"6,177"
2015,10,VA,"Electric Generators, Electric Utilities",Coal (Short Tons),"505,853"
2015,10,VA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"7,659,785"
2015,10,VA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"17,119"
2015,10,VT,Total Electric Power Industry,Natural Gas (Mcf),10
2015,10,VT,Total Electric Power Industry,Petroleum (Barrels),99
2015,10,VT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1
2015,10,VT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),11
2015,10,VT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),9
2015,10,VT,"Electric Generators, Electric Utilities",Petroleum (Barrels),88
2015,10,WA,Total Electric Power Industry,Coal (Short Tons),"444,786"
2015,10,WA,Total Electric Power Industry,Natural Gas (Mcf),"11,020,357"
2015,10,WA,Total Electric Power Industry,Other Gases (Billion Btu),392
2015,10,WA,Total Electric Power Industry,Petroleum (Barrels),"1,613"
2015,10,WA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),581
2015,10,WA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"22,383"
2015,10,WA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),975
2015,10,WA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"9,350"
2015,10,WA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),27
2015,10,WA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"621,618"
2015,10,WA,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),392
2015,10,WA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2015,10,WA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"444,205"
2015,10,WA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"4,104,068"
2015,10,WA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),516
2015,10,WA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,262,938"
2015,10,WA,"Electric Generators, Electric Utilities",Petroleum (Barrels),95
2015,10,WI,Total Electric Power Industry,Coal (Short Tons),"1,714,664"
2015,10,WI,Total Electric Power Industry,Natural Gas (Mcf),"7,291,338"
2015,10,WI,Total Electric Power Industry,Petroleum (Barrels),"11,144"
2015,10,WI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"15,182"
2015,10,WI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"135,207"
2015,10,WI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,815"
2015,10,WI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2015,10,WI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"41,190"
2015,10,WI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2015,10,WI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"365,919"
2015,10,WI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2015,10,WI,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2015,10,WI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"33,685"
2015,10,WI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2015,10,WI,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,699,482"
2015,10,WI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,715,337"
2015,10,WI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"9,327"
2015,10,WV,Total Electric Power Industry,Coal (Short Tons),"1,445,794"
2015,10,WV,Total Electric Power Industry,Natural Gas (Mcf),"1,536,063"
2015,10,WV,Total Electric Power Industry,Other Gases (Billion Btu),10
2015,10,WV,Total Electric Power Industry,Petroleum (Barrels),"17,560"
2015,10,WV,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"8,619"
2015,10,WV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2015,10,WV,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),10
2015,10,WV,"Combined Heat and Power, Electric Power",Coal (Short Tons),"14,095"
2015,10,WV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),499
2015,10,WV,"Electric Generators, Independent Power Producers",Coal (Short Tons),"274,192"
2015,10,WV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,519,553"
2015,10,WV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2015,10,WV,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,148,888"
2015,10,WV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"16,011"
2015,10,WV,"Electric Generators, Electric Utilities",Petroleum (Barrels),"17,560"
2015,10,WY,Total Electric Power Industry,Coal (Short Tons),"2,142,612"
2015,10,WY,Total Electric Power Industry,Natural Gas (Mcf),"465,857"
2015,10,WY,Total Electric Power Industry,Other Gases (Billion Btu),199
2015,10,WY,Total Electric Power Industry,Petroleum (Barrels),"9,059"
2015,10,WY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"12,975"
2015,10,WY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"304,778"
2015,10,WY,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),199
2015,10,WY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),33
2015,10,WY,"Electric Generators, Independent Power Producers",Coal (Short Tons),"45,894"
2015,10,WY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),0
2015,10,WY,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,083,743"
2015,10,WY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"161,079"
2015,10,WY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"9,026"
2015,11,AK,Total Electric Power Industry,Coal (Short Tons),"54,351"
2015,11,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,571,187"
2015,11,AK,Total Electric Power Industry,Petroleum (Barrels),"95,985"
2015,11,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"73,500"
2015,11,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"5,096"
2015,11,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"3,772"
2015,11,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2015,11,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),968
2015,11,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"19,553"
2015,11,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2015,11,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),"31,026"
2015,11,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,497,687"
2015,11,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"89,921"
2015,11,AL,Total Electric Power Industry,Coal (Short Tons),"1,393,200"
2015,11,AL,Total Electric Power Industry,Natural Gas (Mcf),"31,864,858"
2015,11,AL,Total Electric Power Industry,Other Gases (Billion Btu),0
2015,11,AL,Total Electric Power Industry,Petroleum (Barrels),"10,736"
2015,11,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"2,486"
2015,11,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"638,625"
2015,11,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2015,11,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"3,100"
2015,11,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2015,11,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,143,968"
2015,11,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"18,564,548"
2015,11,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,576"
2015,11,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,390,714"
2015,11,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,517,717"
2015,11,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"6,060"
2015,11,AR,Total Electric Power Industry,Coal (Short Tons),"683,283"
2015,11,AR,Total Electric Power Industry,Natural Gas (Mcf),"5,038,962"
2015,11,AR,Total Electric Power Industry,Petroleum (Barrels),"7,437"
2015,11,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"1,096"
2015,11,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"169,125"
2015,11,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),720
2015,11,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,204"
2015,11,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"566,078"
2015,11,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2015,11,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),"158,796"
2015,11,AR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,531,164"
2015,11,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"2,831"
2015,11,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"523,391"
2015,11,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,771,391"
2015,11,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,886"
2015,11,AZ,Total Electric Power Industry,Coal (Short Tons),"1,404,304"
2015,11,AZ,Total Electric Power Industry,Natural Gas (Mcf),"17,750,191"
2015,11,AZ,Total Electric Power Industry,Petroleum (Barrels),"7,079"
2015,11,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"103,123"
2015,11,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),5
2015,11,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,688"
2015,11,AZ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2015,11,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"7,110,476"
2015,11,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,404,304"
2015,11,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,532,904"
2015,11,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"7,074"
2015,11,CA,Total Electric Power Industry,Coal (Short Tons),"5,369"
2015,11,CA,Total Electric Power Industry,Geothermal (Billion Btu),"8,714"
2015,11,CA,Total Electric Power Industry,Natural Gas (Mcf),"63,380,823"
2015,11,CA,Total Electric Power Industry,Other Gases (Billion Btu),691
2015,11,CA,Total Electric Power Industry,Petroleum (Barrels),"6,950"
2015,11,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,369"
